PLAYER,TEAM,GP,MIN,STL,BLK,PF,STL_per36,BLK_per36,PF_per36,Hustle_per36,Discipline_Hustle_Index
Myles Turner,IND,72,2174,54,144,183,0.8942042318307267,2.3845446182152714,3.030358785648574,3.2787488500459983,1.0819672131147542
Tari Eason,HOU,57,1420,97,50,136,2.459154929577465,1.267605633802817,3.447887323943662,3.726760563380282,1.0808823529411766
Nic Claxton,BKN,70,1882,62,100,150,1.185972369819341,1.9128586609989373,2.869287991498406,3.0988310308182783,1.0799999999999998
Trevelin Queen,ORL,31,430,31,10,38,2.5953488372093023,0.8372093023255813,3.181395348837209,3.4325581395348834,1.0789473684210527
Nikola Jokić,DEN,70,2571,127,45,160,1.7782963827304552,0.6301050175029171,2.2403733955659275,2.4084014002333722,1.0750000000000002
Al Horford,BOS,60,1659,36,51,81,0.7811934900542495,1.1066907775768535,1.7576853526220615,1.8878842676311032,1.0740740740740742
Cason Wallace,OKC,68,1876,120,35,145,2.3027718550106613,0.6716417910447761,2.7825159914712154,2.9744136460554373,1.0689655172413794
James Harden,LAC,79,2789,118,55,162,1.5231265686626032,0.7099318752240946,2.091072068841879,2.233058443886698,1.0679012345679013
Jevon Carter,CHI,36,321,13,3,15,1.4579439252336448,0.3364485981308411,1.6822429906542056,1.794392523364486,1.0666666666666667
Santi Aldama,MEM,65,1660,52,29,76,1.1277108433734941,0.6289156626506025,1.6481927710843371,1.7566265060240966,1.0657894736842108
Josh Giddey,CHI,70,2117,84,45,122,1.428436466698158,0.7652338214454416,2.074633915918753,2.1936702881435997,1.057377049180328
Colby Jones,WAS,39,515,26,13,37,1.8174757281553398,0.9087378640776699,2.586407766990291,2.7262135922330097,1.0540540540540542
Keon Ellis,SAC,80,1948,121,63,176,2.2361396303901437,1.164271047227926,3.2525667351129366,3.40041067761807,1.0454545454545454
Jordan Hawkins,NOP,56,1320,30,23,51,0.8181818181818182,0.6272727272727273,1.3909090909090909,1.4454545454545455,1.0392156862745099
OG Anunoby,NYK,74,2706,110,65,172,1.4634146341463414,0.8647450110864745,2.288248337028825,2.328159645232816,1.017441860465116
Zeke Nnaji,DEN,57,608,25,38,62,1.480263157894737,2.25,3.6710526315789473,3.730263157894737,1.0161290322580645
Tyler Herro,MIA,77,2725,69,17,85,0.911559633027523,0.22458715596330275,1.1229357798165138,1.1361467889908257,1.011764705882353
Cam Whitmore,HOU,51,827,31,13,44,1.3494558645707375,0.56590084643289,1.9153567110036274,1.9153567110036276,1.0000000000000002
Cam Reddish,LAL,33,589,33,10,43,2.0169779286926994,0.6112054329371817,2.628183361629881,2.628183361629881,1.0
Monté Morris,PHX,45,571,20,3,23,1.2609457092819616,0.18914185639229422,1.4500875656742558,1.4500875656742558,1.0
Jalen Williams,OKC,69,2237,111,46,158,1.7863209655789003,0.7402771569065713,2.5426911041573534,2.5265981224854714,0.9936708860759493
Alex Sarr,WAS,67,1814,44,101,146,0.8732083792723263,2.0044101433296584,2.8974641675854462,2.877618522601985,0.993150684931507
Kel'el Ware,MIA,64,1422,39,71,111,0.9873417721518988,1.7974683544303798,2.8101265822784813,2.7848101265822787,0.990990990990991
Klay Thompson,DAL,72,1965,50,30,81,0.916030534351145,0.549618320610687,1.483969465648855,1.465648854961832,0.9876543209876544
Reed Sheppard,HOU,52,654,35,17,53,1.926605504587156,0.9357798165137614,2.9174311926605503,2.862385321100917,0.9811320754716981
Goga Bitadze,ORL,70,1429,49,98,150,1.2344296710986704,2.468859342197341,3.7788663400979705,3.7032890132960112,0.98
Javonte Green,CLE,68,1258,65,31,98,1.8600953895071541,0.8871224165341812,2.8044515103338634,2.7472178060413355,0.9795918367346939
Kentavious Caldwell-Pope,MEM,77,2279,99,34,136,1.5638437911364633,0.5370776656428258,2.148310662571303,2.100921456779289,0.9779411764705882
Elfrid Payton,NOP,24,511,24,11,36,1.6908023483365948,0.7749510763209393,2.5362035225048922,2.4657534246575343,0.9722222222222223
Reece Beekman,BKN,36,469,33,2,36,2.533049040511727,0.15351812366737738,2.7633262260127935,2.6865671641791042,0.972222222222222
Jamal Murray,DEN,67,2418,91,33,128,1.3548387096774195,0.49131513647642683,1.9057071960297767,1.8461538461538463,0.96875
Jose Alvarado,NOP,56,1366,74,14,91,1.950219619326501,0.3689604685212299,2.398243045387994,2.3191800878477307,0.967032967032967
Tyrese Maxey,PHI,52,1960,91,21,116,1.6714285714285715,0.38571428571428573,2.1306122448979594,2.0571428571428574,0.9655172413793104
Miles Bridges,CHA,64,2029,44,45,93,0.7806801379990144,0.7984228684080829,1.6500739280433712,1.5791030064070972,0.956989247311828
Jordan Goodwin,LAL,29,543,30,11,43,1.9889502762430937,0.7292817679558011,2.8508287292817682,2.7182320441988947,0.9534883720930231
Tobias Harris,DET,73,2305,74,57,138,1.1557483731019524,0.8902386117136659,2.1553145336225596,2.0459869848156185,0.9492753623188407
Keaton Wallace,ATL,31,501,28,9,39,2.0119760479041915,0.6467065868263473,2.8023952095808387,2.658682634730539,0.9487179487179487
Anthony Edwards,MIN,79,2871,91,51,150,1.141065830721003,0.6394984326018809,1.8808777429467083,1.780564263322884,0.9466666666666668
Alec Burks,MIA,49,864,28,7,37,1.1666666666666665,0.29166666666666663,1.5416666666666667,1.458333333333333,0.9459459459459457
Justin Champagnie,WAS,62,1341,65,39,110,1.74496644295302,1.0469798657718121,2.953020134228188,2.791946308724832,0.9454545454545454
Jordan McLaughlin,SAS,46,314,16,1,18,1.8343949044585988,0.11464968152866242,2.0636942675159236,1.9490445859872612,0.9444444444444444
Paul George,PHI,41,1334,75,20,101,2.0239880059970012,0.5397301349325337,2.725637181409295,2.563718140929535,0.9405940594059405
P.J. Washington,DAL,57,1835,63,60,131,1.2359673024523161,1.1771117166212532,2.5700272479564035,2.413079019073569,0.9389312977099235
Blake Wesley,SAS,58,683,37,6,46,1.950219619326501,0.3162518301610542,2.424597364568082,2.266471449487555,0.9347826086956522
Luke Kennard,MEM,65,1472,50,5,59,1.2228260869565217,0.12228260869565218,1.4429347826086956,1.3451086956521738,0.9322033898305084
Bam Adebayo,MIA,78,2674,98,53,162,1.319371727748691,0.7135377711293942,2.181002243829469,2.032909498878085,0.9320987654320987
Yves Missi,NOP,73,1956,37,98,145,0.6809815950920245,1.8036809815950918,2.668711656441718,2.4846625766871164,0.9310344827586206
Mikal Bridges,NYK,82,3036,75,43,127,0.8893280632411067,0.5098814229249011,1.5059288537549407,1.3992094861660078,0.9291338582677166
Cody Martin,PHX,53,1173,56,32,95,1.7186700767263425,0.9820971867007673,2.915601023017903,2.70076726342711,0.9263157894736842
Jaime Jaquez Jr.,MIA,66,1368,61,14,81,1.6052631578947367,0.3684210526315789,2.131578947368421,1.9736842105263157,0.925925925925926
Jay Huff,MEM,64,748,16,56,78,0.7700534759358288,2.6951871657754007,3.7540106951871657,3.4652406417112296,0.923076923076923
Jrue Holiday,BOS,62,1896,66,27,101,1.2531645569620253,0.5126582278481012,1.9177215189873418,1.7658227848101267,0.9207920792079208
Caris LeVert,ATL,64,1596,57,33,99,1.2857142857142856,0.744360902255639,2.233082706766917,2.0300751879699246,0.9090909090909091
Patrick Williams,CHI,63,1576,48,32,88,1.0964467005076142,0.7309644670050761,2.0101522842639596,1.8274111675126903,0.909090909090909
Thomas Bryant,IND,66,963,28,41,76,1.046728971962617,1.5327102803738317,2.8411214953271027,2.5794392523364484,0.9078947368421052
Marcus Smart,WAS,34,680,39,9,53,2.064705882352941,0.4764705882352941,2.8058823529411763,2.541176470588235,0.9056603773584906
Kyle Anderson,MIA,61,1002,40,33,81,1.437125748502994,1.18562874251497,2.910179640718563,2.622754491017964,0.9012345679012346
Luke Kornet,BOS,73,1361,36,71,119,0.9522409992652461,1.8780308596620132,3.147685525349008,2.8302718589272593,0.8991596638655462
Larry Nance Jr.,ATL,24,463,20,13,37,1.5550755939524836,1.0107991360691144,2.876889848812095,2.565874730021598,0.8918918918918918
Kyrie Irving,DAL,50,1804,66,23,101,1.3170731707317072,0.458980044345898,2.015521064301552,1.7760532150776052,0.8811881188118811
Charles Bassey,SAS,36,376,14,30,50,1.3404255319148937,2.872340425531915,4.787234042553191,4.212765957446809,0.8800000000000002
Rudy Gobert,MIN,72,2388,56,104,182,0.8442211055276382,1.5678391959798994,2.7437185929648242,2.4120603015075375,0.879120879120879
Brandon Williams,DAL,33,487,24,5,33,1.7741273100616017,0.36960985626283366,2.4394250513347027,2.1437371663244353,0.8787878787878787
Giannis Antetokounmpo,MIL,67,2289,58,78,155,0.9121887287024902,1.2267365661861076,2.437745740498034,2.138925294888598,0.8774193548387098
Luka Dončić,LAL,50,1769,89,21,126,1.811192764273601,0.42736009044658,2.5641605426794802,2.238552854720181,0.873015873015873
Collin Gillespie,PHX,33,461,21,5,30,1.6399132321041217,0.39045553145336226,2.342733188720173,2.030368763557484,0.8666666666666669
Baylor Scheierman,BOS,31,384,17,2,22,1.59375,0.1875,2.0625,1.78125,0.8636363636363636
Brandin Podziemski,GSW,64,1716,69,13,95,1.4475524475524475,0.2727272727272727,1.993006993006993,1.7202797202797202,0.8631578947368421
Ivica Zubac,LAC,80,2624,55,90,168,0.7545731707317074,1.2347560975609757,2.3048780487804876,1.989329268292683,0.8630952380952382
Jalen Suggs,ORL,35,1002,51,33,98,1.8323353293413174,1.18562874251497,3.5209580838323356,3.0179640718562872,0.857142857142857
Bilal Coulibaly,WAS,59,1948,78,41,139,1.4414784394250513,0.757700205338809,2.568788501026694,2.1991786447638604,0.8561151079136691
Tre Jones,CHI,46,905,37,10,55,1.4718232044198896,0.39779005524861877,2.187845303867403,1.8696132596685082,0.8545454545454546
Paul Reed,DET,45,438,39,25,75,3.2054794520547945,2.054794520547945,6.164383561643835,5.260273972602739,0.8533333333333333
Fred VanVleet,HOU,60,2111,94,25,140,1.6030317385125534,0.4263382283278067,2.3874940786357177,2.02936996684036,0.8500000000000001
Brandon Boston,NOP,42,993,53,9,73,1.9214501510574018,0.3262839879154079,2.646525679758308,2.2477341389728096,0.8493150684931507
Trey Murphy III,NOP,53,1854,56,39,112,1.087378640776699,0.7572815533980582,2.174757281553398,1.8446601941747574,0.8482142857142858
Jordan Miller,LAC,37,420,17,5,26,1.4571428571428573,0.42857142857142855,2.2285714285714286,1.885714285714286,0.8461538461538463
Gary Harris,ORL,48,711,26,12,45,1.3164556962025316,0.6075949367088607,2.278481012658228,1.9240506329113922,0.8444444444444443
Julian Champagnie,SAS,82,1932,61,35,114,1.1366459627329193,0.6521739130434783,2.124223602484472,1.7888198757763976,0.8421052631578948
Ausar Thompson,DET,59,1328,98,40,164,2.6566265060240966,1.0843373493975903,4.445783132530121,3.740963855421687,0.8414634146341464
Mike Conley,MIN,71,1756,79,14,111,1.6195899772209565,0.2870159453302962,2.275626423690205,1.9066059225512526,0.8378378378378377
Trayce Jackson-Davis,GSW,62,967,23,38,73,0.8562564632885212,1.4146845915201653,2.717683557394002,2.2709410548086866,0.8356164383561643
Steven Adams,HOU,58,794,22,28,60,0.9974811083123426,1.269521410579345,2.7204030226700255,2.2670025188916876,0.8333333333333331
Chris Paul,SAS,82,2292,103,22,151,1.617801047120419,0.3455497382198953,2.3717277486910993,1.9633507853403143,0.827814569536424
Max Christie,DAL,78,2127,64,31,115,1.083215796897038,0.5246826516220028,1.9464033850493654,1.6078984485190406,0.8260869565217389
Damian Lillard,MIL,58,2093,70,10,97,1.2040133779264213,0.17200191113234592,1.6684185379837553,1.3760152890587671,0.8247422680412371
Daniel Gafford,DAL,57,1226,23,102,152,0.6753670473083198,2.99510603588907,4.463295269168026,3.6704730831973897,0.8223684210526315
Clint Capela,ATL,55,1176,34,53,106,1.0408163265306123,1.6224489795918369,3.2448979591836737,2.663265306122449,0.8207547169811321
Mark Williams,CHA,44,1171,32,54,105,0.9837745516652434,1.660119555935098,3.22801024765158,2.6438941076003415,0.819047619047619
Jaden McDaniels,MIN,82,2614,110,74,225,1.5149196633511859,1.0191277735271613,3.0986993114001526,2.534047436878347,0.8177777777777777
Matas Buzelis,CHI,80,1511,29,75,128,0.6909331568497684,1.786896095301125,3.0496360026472535,2.4778292521508933,0.8125
Kristaps Porziņģis,BOS,42,1210,31,63,116,0.9223140495867769,1.8743801652892562,3.4512396694214877,2.796694214876033,0.8103448275862069
Drew Eubanks,LAC,61,746,12,39,63,0.579088471849866,1.8820375335120643,3.040214477211796,2.46112600536193,0.8095238095238095
Anthony Black,ORL,78,1887,86,48,166,1.6406995230524641,0.9157392686804452,3.166931637519873,2.5564387917329094,0.8072289156626506
Wendell Moore Jr.,CHA,36,499,20,5,31,1.442885771543086,0.3607214428857715,2.2364729458917836,1.8036072144288575,0.8064516129032258
Donovan Mitchell,CLE,71,2232,95,17,140,1.532258064516129,0.27419354838709675,2.258064516129032,1.8064516129032258,0.8
Jerami Grant,POR,47,1524,41,46,109,0.968503937007874,1.0866141732283465,2.574803149606299,2.0551181102362204,0.7981651376146789
Jaren Jackson Jr.,MEM,74,2207,92,113,257,1.500679655641142,1.84322609877662,4.192115994562755,3.343905754417762,0.7976653696498055
Deandre Ayton,POR,40,1206,31,39,88,0.9253731343283582,1.164179104477612,2.626865671641791,2.08955223880597,0.7954545454545454
Ty Jerome,CLE,70,1392,78,3,102,2.0172413793103448,0.07758620689655173,2.6379310344827585,2.0948275862068964,0.7941176470588235
Caleb Martin,DAL,45,1218,46,23,87,1.3596059113300494,0.6798029556650247,2.571428571428571,2.039408866995074,0.7931034482758621
Nicolas Batum,LAC,78,1367,52,36,111,1.369422092172641,0.9480614484272128,2.9231894659839064,2.317483540599854,0.7927927927927929
Kevin Porter Jr.,MIL,75,1482,81,13,119,1.9676113360323888,0.3157894736842105,2.8906882591093117,2.2834008097165994,0.7899159663865547
Donte DiVincenzo,MIN,62,1606,73,17,114,1.6363636363636365,0.38107098381070986,2.5554171855541723,2.0174346201743463,0.7894736842105262
Moussa Diabaté,CHA,71,1241,46,40,109,1.3344077356970185,1.160354552780016,3.161966156325544,2.494762288477035,0.7889908256880734
Kris Murray,POR,69,1040,35,17,66,1.2115384615384615,0.5884615384615385,2.2846153846153845,1.7999999999999998,0.7878787878787878
Kris Dunn,LAC,74,1783,128,27,197,2.584408300616938,0.5451486259113852,3.9775659001682557,3.129556926528323,0.7868020304568528
Zion Williamson,NOP,30,857,37,27,82,1.5542590431738623,1.134189031505251,3.4445740956826136,2.6884480746791133,0.7804878048780488
Jakob Poeltl,TOR,57,1686,66,71,176,1.4092526690391458,1.516014234875445,3.7580071174377223,2.925266903914591,0.7784090909090909
Miles McBride,NYK,64,1593,67,17,108,1.5141242937853108,0.384180790960452,2.440677966101695,1.8983050847457628,0.7777777777777778
Moses Moody,GSW,74,1649,59,31,116,1.2880533656761672,0.6767738023044269,2.5324439053972103,1.964827167980594,0.7758620689655171
Aaron Wiggins,OKC,76,1744,60,18,101,1.2385321100917432,0.37155963302752293,2.084862385321101,1.6100917431192663,0.7722772277227723
Draymond Green,GSW,68,1983,99,70,219,1.7972768532526475,1.2708018154311649,3.9757942511346442,3.068078668683812,0.771689497716895
Jalen Green,HOU,82,2697,71,27,127,0.9477196885428254,0.3604004449388209,1.6952169076751946,1.3081201334816464,0.7716535433070867
Jordan Clarkson,UTA,37,962,31,9,52,1.1600831600831603,0.3367983367983368,1.945945945945946,1.496881496881497,0.7692307692307693
Grayson Allen,PHX,64,1544,54,19,95,1.2590673575129534,0.4430051813471503,2.215025906735751,1.7020725388601037,0.768421052631579
Jordan Walsh,BOS,52,403,12,11,30,1.0719602977667493,0.9826302729528537,2.6799007444168734,2.054590570719603,0.7666666666666666
Donovan Clingan,POR,67,1324,34,110,189,0.9244712990936557,2.990936555891239,5.138972809667674,3.9154078549848945,0.7619047619047619
Russell Westbrook,DEN,75,2092,106,37,188,1.8240917782026769,0.6367112810707457,3.2351816443594648,2.4608030592734225,0.7606382978723404
Adem Bona,PHI,58,905,26,69,125,1.0342541436464088,2.74475138121547,4.972375690607735,3.7790055248618786,0.76
Kai Jones,DAL,40,468,15,23,50,1.1538461538461537,1.7692307692307692,3.846153846153846,2.923076923076923,0.76
Dereck Lively II,DAL,36,833,20,56,100,0.8643457382953181,2.4201680672268906,4.321728691476591,3.2845138055222085,0.7599999999999999
Cameron Johnson,BKN,57,1800,53,25,104,1.06,0.5,2.08,1.56,0.75
Bismack Biyombo,SAS,28,528,16,23,52,1.0909090909090908,1.5681818181818183,3.5454545454545454,2.659090909090909,0.75
Trey Lyles,SAC,69,1350,41,23,86,1.0933333333333333,0.6133333333333334,2.2933333333333334,1.7066666666666666,0.7441860465116278
Naji Marshall,DAL,69,1919,70,11,109,1.3131839499739448,0.20635747785304845,2.044815007816571,1.5195414278269932,0.7431192660550459
Kevin Huerter,CHI,69,1679,66,23,121,1.41512805241215,0.4931506849315068,2.594401429422275,1.9082787373436567,0.7355371900826446
Day'Ron Sharpe,BKN,50,907,41,42,113,1.627342888643881,1.667034178610805,4.485115766262403,3.294377067254686,0.7345132743362833
Derrick Jones Jr.,LAC,77,1873,79,33,153,1.5184196476241325,0.6342765616657768,2.9407367859049653,2.1526962092899096,0.7320261437908497
Ousmane Dieng,OKC,37,405,17,7,33,1.511111111111111,0.6222222222222221,2.9333333333333336,2.1333333333333333,0.7272727272727272
Josh Hart,NYK,77,2897,119,27,201,1.4787711425612704,0.33551950293406974,2.497756299620297,1.81429064549534,0.7263681592039801
Jayson Tatum,BOS,72,2624,76,38,157,1.0426829268292683,0.5213414634146342,2.153963414634146,1.5640243902439024,0.7261146496815287
Toumani Camara,POR,78,2548,116,50,230,1.6389324960753533,0.706436420722135,3.249607535321821,2.3453689167974883,0.7217391304347827
Chris Boucher,TOR,50,862,24,25,68,1.0023201856148491,1.0440835266821344,2.839907192575406,2.046403712296984,0.7205882352941176
Norman Powell,LAC,60,1958,73,9,114,1.342185903983657,0.16547497446373852,2.0960163432073546,1.5076608784473955,0.7192982456140351
Spencer Dinwiddie,DAL,79,2136,70,17,121,1.1797752808988764,0.2865168539325843,2.039325842696629,1.4662921348314608,0.71900826446281
Christian Braun,DEN,79,2675,85,37,170,1.1439252336448598,0.49794392523364484,2.2878504672897195,1.6418691588785046,0.7176470588235294
KJ Simpson,CHA,36,842,34,6,56,1.453681710213777,0.25653206650831356,2.3942992874109263,1.7102137767220904,0.7142857142857143
Mo Bamba,NOP,32,413,9,31,56,0.784503631961259,2.702179176755448,4.88135593220339,3.486682808716707,0.7142857142857142
Darius Garland,CLE,75,2301,91,11,143,1.4237288135593222,0.17209908735332463,2.2372881355932206,1.5958279009126468,0.7132867132867132
Payton Pritchard,BOS,80,2271,70,14,118,1.1096433289299867,0.22192866578599735,1.870541611624835,1.331571994715984,0.7118644067796609
Trae Young,ATL,76,2739,91,12,145,1.1960569550930997,0.15772179627601313,1.9058050383351588,1.3537787513691129,0.7103448275862069
Onyeka Okongwu,ATL,74,2064,69,68,193,1.2034883720930232,1.186046511627907,3.366279069767442,2.3895348837209305,0.7098445595854923
Kyle Lowry,PHI,35,659,33,11,62,1.802731411229135,0.6009104704097117,3.386949924127466,2.4036418816388467,0.7096774193548386
Johnny Furphy,IND,50,379,18,11,41,1.7097625329815302,1.0448548812664908,3.8944591029023745,2.7546174142480213,0.7073170731707318
De'Aaron Fox,SAS,62,2241,91,25,164,1.4618473895582331,0.40160642570281124,2.6345381526104417,1.8634538152610443,0.7073170731707318
Harrison Barnes,SAS,82,2230,39,14,75,0.6295964125560538,0.22600896860986547,1.210762331838565,0.8556053811659192,0.7066666666666667
Isaiah Stewart,DET,72,1434,28,101,183,0.702928870292887,2.5355648535564854,4.594142259414226,3.2384937238493725,0.7049180327868853
Ochai Agbaji,TOR,64,1739,58,30,125,1.2006900517538814,0.621046578493387,2.587694077055779,1.8217366302472684,0.704
Keegan Murray,SAC,76,2610,61,69,186,0.8413793103448276,0.9517241379310345,2.56551724137931,1.793103448275862,0.6989247311827957
Terry Rozier,MIA,64,1658,37,14,73,0.8033775633293124,0.30398069963811825,1.5850422195416165,1.1073582629674306,0.6986301369863013
Buddy Hield,GSW,82,1863,69,23,132,1.3333333333333333,0.4444444444444444,2.550724637681159,1.7777777777777777,0.696969696969697
Herbert Jones,NOP,20,648,37,9,66,2.0555555555555554,0.5,3.6666666666666665,2.5555555555555554,0.6969696969696969
Quentin Grimes,PHI,75,2013,74,22,138,1.323397913561848,0.39344262295081966,2.46795827123696,1.7168405365126678,0.6956521739130435
Jamal Cain,NOP,37,502,23,9,46,1.649402390438247,0.6454183266932272,3.298804780876494,2.2948207171314743,0.6956521739130435
Alperen Sengun,HOU,76,2395,84,61,209,1.2626304801670145,0.9169102296450939,3.141544885177453,2.1795407098121085,0.6937799043062202
Nikola Vučević,CHI,73,2278,61,52,163,0.9640035118525022,0.8217734855136084,2.575943810359965,1.7857769973661106,0.6932515337423313
Naz Reid,MIN,80,2200,58,72,189,0.9490909090909091,1.1781818181818182,3.0927272727272728,2.1272727272727274,0.6878306878306879
Jarace Walker,IND,75,1187,54,25,115,1.637742207245156,0.7582139848357203,3.4877843302443137,2.3959561920808765,0.6869565217391305
D'Angelo Russell,BKN,58,1480,56,23,115,1.3621621621621622,0.5594594594594595,2.7972972972972974,1.9216216216216218,0.6869565217391305
Obi Toppin,IND,79,1545,46,28,108,1.0718446601941747,0.6524271844660194,2.5165048543689323,1.7242718446601941,0.6851851851851851
Austin Reaves,LAL,73,2550,81,22,151,1.1435294117647057,0.3105882352941176,2.131764705882353,1.4541176470588233,0.6821192052980131
John Collins,UTA,40,1221,39,40,116,1.1498771498771498,1.1793611793611793,3.42014742014742,2.329238329238329,0.6810344827586207
Kelly Oubre Jr.,PHI,60,2078,92,30,180,1.5938402309913378,0.519730510105871,3.1183830606352263,2.1135707410972087,0.6777777777777777
Rui Hachimura,LAL,59,1869,45,26,105,0.8667736757624398,0.5008025682182986,2.0224719101123596,1.3675762439807384,0.6761904761904762
Jarred Vanderbilt,LAL,36,581,35,10,67,2.1686746987951806,0.6196213425129087,4.151462994836488,2.7882960413080893,0.6716417910447762
Ricky Council IV,PHI,73,1250,32,13,67,0.9216000000000001,0.37439999999999996,1.9296,1.296,0.6716417910447762
Ryan Rollins,MIL,56,820,42,17,88,1.84390243902439,0.7463414634146341,3.8634146341463413,2.590243902439024,0.6704545454545454
