PLAYER,TEAM,GP,MIN,PTS,REB_pg,AST_pg,STL_pg,BLK_pg,StatStuffer_pg,REB_per36,AST_per36,STL_per36,BLK_per36,StatStuffer_per36
P.J. Washington,DAL,57,1835,836,7.754385964912281,2.2982456140350878,1.105263157894737,1.0526315789473684,12.210526315789473,8.671389645776568,2.5700272479564035,1.2359673024523161,1.1771117166212532,13.65449591280654
Gui Santos,GSW,56,762,227,3.0714285714285716,1.4285714285714286,0.44642857142857145,0.17857142857142858,5.125,8.125984251968504,3.779527559055118,1.1811023622047243,0.47244094488188976,13.559055118110235
Larry Nance Jr.,ATL,24,463,203,4.291666666666667,1.5833333333333333,0.8333333333333334,0.5416666666666666,7.25,8.008639308855292,2.9546436285097193,1.5550755939524836,1.0107991360691144,13.52915766738661
Jaxson Hayes,LAL,56,1093,383,4.803571428571429,1.0357142857142858,0.5535714285714286,0.9107142857142857,7.303571428571429,8.860018298261664,1.9103385178408052,1.0210430009149132,1.6797804208600182,13.471180237877402
Stephen Curry,GSW,70,2252,1718,4.428571428571429,6.014285714285714,1.1428571428571428,0.42857142857142855,12.014285714285714,4.955595026642984,6.730017761989343,1.2788632326820604,0.4795737122557726,13.444049733570159
Jake LaRavia,SAC,66,1349,458,3.9242424242424243,2.393939393939394,0.9393939393939394,0.3484848484848485,7.606060606060606,6.911786508524833,4.216456634544106,1.6545589325426242,0.6137879911045219,13.396590066716085
Trey Jemison III,LAL,38,392,95,2.763157894736842,0.42105263157894735,0.23684210526315788,0.39473684210526316,3.8157894736842106,9.642857142857142,1.4693877551020407,0.826530612244898,1.3775510204081634,13.316326530612244
Paul George,PHI,41,1334,665,5.341463414634147,4.341463414634147,1.829268292682927,0.4878048780487805,12.000000000000002,5.9100449775112445,4.80359820089955,2.0239880059970012,0.5397301349325337,13.27736131934033
Jared Butler,PHI,60,1044,541,1.8333333333333333,3.6666666666666665,0.7,0.21666666666666667,6.416666666666667,3.793103448275862,7.586206896551724,1.4482758620689655,0.44827586206896547,13.27586206896552
Malcolm Brogdon,WAS,24,564,305,3.7916666666666665,4.083333333333333,0.5416666666666666,0.20833333333333334,8.625,5.808510638297872,6.25531914893617,0.8297872340425532,0.3191489361702128,13.212765957446809
Brandin Podziemski,GSW,64,1716,747,5.078125,3.4375,1.078125,0.203125,9.796875,6.818181818181818,4.615384615384615,1.4475524475524475,0.2727272727272727,13.153846153846153
Immanuel Quickley,TOR,33,918,564,3.5454545454545454,5.787878787878788,0.696969696969697,0.12121212121212122,10.151515151515152,4.588235294117647,7.490196078431373,0.9019607843137255,0.15686274509803924,13.137254901960784
Damian Lillard,MIL,58,2093,1447,4.689655172413793,7.068965517241379,1.206896551724138,0.1724137931034483,13.137931034482758,4.6784519827998094,7.052078356426183,1.2040133779264213,0.17200191113234592,13.10654562828476
Gary Payton II,GSW,62,927,400,2.9838709677419355,1.3387096774193548,0.8387096774193549,0.27419354838709675,5.435483870967742,7.184466019417476,3.2233009708737863,2.0194174757281553,0.6601941747572815,13.0873786407767
D'Angelo Russell,BKN,58,1480,732,2.793103448275862,5.120689655172414,0.9655172413793104,0.39655172413793105,9.275862068965516,3.9405405405405407,7.224324324324325,1.3621621621621622,0.5594594594594595,13.086486486486487
Jeremiah Robinson-Earl,NOP,66,1239,418,4.7727272727272725,1.3333333333333333,0.5909090909090909,0.10606060606060606,6.803030303030303,9.152542372881356,2.556900726392252,1.1331719128329298,0.2033898305084746,13.046004842615012
Dillon Jones,OKC,54,552,135,2.240740740740741,1.0740740740740742,0.2962962962962963,0.07407407407407407,3.685185185185185,7.891304347826087,3.782608695652174,1.0434782608695652,0.2608695652173913,12.978260869565217
De'Aaron Fox,SAS,62,2241,1459,4.806451612903226,6.32258064516129,1.467741935483871,0.4032258064516129,13.0,4.78714859437751,6.2971887550200805,1.4618473895582331,0.40160642570281124,12.947791164658634
Naz Reid,MIN,80,2200,1138,6.0,2.2625,0.725,0.9,9.8875,7.8545454545454545,2.961818181818182,0.9490909090909091,1.1781818181818182,12.943636363636363
Jordan Goodwin,LAL,29,543,161,3.8620689655172415,1.4482758620689655,1.0344827586206897,0.3793103448275862,6.724137931034483,7.425414364640884,2.7845303867403315,1.9889502762430937,0.7292817679558011,12.928176795580109
Pascal Siakam,IND,78,2548,1578,6.923076923076923,3.371794871794872,0.8974358974358975,0.5384615384615384,11.730769230769232,7.629513343799058,3.71585557299843,0.989010989010989,0.5934065934065934,12.92778649921507
Myles Turner,IND,72,2174,1120,6.541666666666667,1.5416666666666667,0.75,2.0,10.833333333333334,7.799448022079116,1.8380864765409384,0.8942042318307267,2.3845446182152714,12.916283348666052
Devin Carter,SAC,36,396,138,2.111111111111111,1.1388888888888888,0.5833333333333334,0.1111111111111111,3.9444444444444446,6.909090909090908,3.7272727272727275,1.9090909090909092,0.36363636363636365,12.90909090909091
Darius Garland,CLE,75,2301,1544,2.8533333333333335,6.746666666666667,1.2133333333333334,0.14666666666666667,10.96,3.348109517601043,7.916558018252933,1.4237288135593222,0.17209908735332463,12.860495436766621
Bol Bol,PHX,36,448,244,2.888888888888889,0.6111111111111112,0.25,0.6944444444444444,4.444444444444445,8.357142857142858,1.7678571428571428,0.7232142857142858,2.0089285714285716,12.857142857142858
Franz Wagner,ORL,60,2023,1449,5.7,4.733333333333333,1.25,0.35,12.033333333333333,6.086010874938211,5.053880375679684,1.3346515076618883,0.37370242214532867,12.848245180425112
Cody Martin,PHX,53,1173,358,4.226415094339623,1.9811320754716981,1.0566037735849056,0.6037735849056604,7.867924528301886,6.87468030690537,3.2225063938618925,1.7186700767263425,0.9820971867007673,12.797953964194374
Chris Boucher,TOR,50,862,502,4.48,0.66,0.48,0.5,6.120000000000001,9.354988399071924,1.3781902552204175,1.0023201856148491,1.0440835266821344,12.779582366589326
Jose Alvarado,NOP,56,1366,579,2.4285714285714284,4.625,1.3214285714285714,0.25,8.625,3.5841874084919474,6.825768667642752,1.950219619326501,0.3689604685212299,12.729136163982432
Jalen Suggs,ORL,35,1002,567,4.0285714285714285,3.6857142857142855,1.457142857142857,0.9428571428571428,10.114285714285714,5.065868263473054,4.634730538922155,1.8323353293413174,1.18562874251497,12.718562874251496
Donovan Mitchell,CLE,71,2232,1701,4.535211267605634,4.985915492957746,1.3380281690140845,0.23943661971830985,11.098591549295774,5.193548387096774,5.709677419354839,1.532258064516129,0.27419354838709675,12.709677419354836
Ty Jerome,CLE,70,1392,878,2.4714285714285715,3.3857142857142857,1.1142857142857143,0.04285714285714286,7.014285714285714,4.474137931034482,6.129310344827586,2.0172413793103448,0.07758620689655173,12.698275862068964
Jarace Walker,IND,75,1187,461,3.0533333333333332,1.4666666666666666,0.72,0.3333333333333333,5.573333333333332,6.945240101095198,3.3361415332771696,1.637742207245156,0.7582139848357203,12.677337826453243
Al Horford,BOS,60,1659,538,6.15,2.1333333333333333,0.6,0.85,9.733333333333333,8.007233273056059,2.7775768535262206,0.7811934900542495,1.1066907775768535,12.672694394213382
Torrey Craig,BOS,26,314,108,2.8076923076923075,0.6538461538461539,0.3076923076923077,0.46153846153846156,4.230769230769231,8.369426751592357,1.9490445859872612,0.9171974522292994,1.375796178343949,12.611464968152866
Scoot Henderson,POR,66,1759,837,3.0,5.075757575757576,1.0303030303030303,0.19696969696969696,9.303030303030303,4.052302444570779,6.856168277430358,1.3916998294485503,0.26606026151222284,12.56623081296191
Jaren Jackson Jr.,MEM,74,2207,1641,5.635135135135135,2.0,1.2432432432432432,1.527027027027027,10.405405405405405,6.801993656547349,2.4141368373357497,1.500679655641142,1.84322609877662,12.560036248300861
Kawhi Leonard,LAC,37,1180,796,5.918918918918919,3.135135135135135,1.5945945945945945,0.4594594594594595,11.108108108108109,6.681355932203389,3.538983050847458,1.8,0.5186440677966102,12.53898305084746
Quinten Post,GSW,42,686,340,3.5238095238095237,1.3333333333333333,0.38095238095238093,0.42857142857142855,5.666666666666666,7.766763848396502,2.9387755102040813,0.8396501457725948,0.9446064139941691,12.489795918367346
David Roddy,HOU,33,410,153,2.5454545454545454,1.0606060606060606,0.42424242424242425,0.2727272727272727,4.303030303030303,7.37560975609756,3.073170731707317,1.229268292682927,0.7902439024390243,12.468292682926831
Jaylen Brown,BOS,63,2158,1398,5.841269841269841,4.5396825396825395,1.1587301587301588,0.30158730158730157,11.84126984126984,6.139017608897127,4.771084337349398,1.2177942539388322,0.3169601482854495,12.444856348470807
Kris Dunn,LAC,74,1783,474,3.391891891891892,2.8378378378378377,1.7297297297297298,0.36486486486486486,8.324324324324325,5.067863151991026,4.240044868199663,2.584408300616938,0.5451486259113852,12.437464946719013
Kenrich Williams,OKC,69,1132,436,3.4927536231884058,1.4057971014492754,0.6231884057971014,0.14492753623188406,5.666666666666667,7.664310954063604,3.084805653710247,1.3674911660777385,0.3180212014134276,12.434628975265015
Vince Williams Jr.,MEM,27,499,179,3.6296296296296298,2.037037037037037,0.4444444444444444,0.25925925925925924,6.370370370370371,7.070140280561122,3.967935871743487,0.8657314629258517,0.5050100200400802,12.40881763527054
Jaylon Tyson,CLE,47,453,167,2.0425531914893615,0.9361702127659575,0.2765957446808511,0.06382978723404255,3.3191489361702127,7.629139072847682,3.4966887417218544,1.033112582781457,0.23841059602649006,12.397350993377483
Dominick Barlow,ATL,35,375,148,2.4285714285714284,0.5428571428571428,0.2571428571428571,0.45714285714285713,3.6857142857142855,8.16,1.8239999999999998,0.864,1.536,12.384
Trendon Watford,BKN,44,913,450,3.6363636363636362,2.6136363636363638,0.6136363636363636,0.2727272727272727,7.136363636363636,6.308871851040526,4.534501642935378,1.0646221248630887,0.47316538882803943,12.381161007667032
Malik Monk,SAC,65,2054,1117,3.769230769230769,5.569230769230769,0.9384615384615385,0.5846153846153846,10.86153846153846,4.2940603700097375,6.344693281402143,1.0691333982473223,0.6660175267770204,12.373904576436223
Trey Lyles,SAC,69,1350,451,4.579710144927536,1.1884057971014492,0.5942028985507246,0.3333333333333333,6.695652173913043,8.426666666666666,2.1866666666666665,1.0933333333333333,0.6133333333333334,12.32
Jamal Shead,TOR,75,1467,533,1.5333333333333334,4.213333333333333,0.7733333333333333,0.13333333333333333,6.653333333333333,2.822085889570552,7.754601226993865,1.4233128834355828,0.24539877300613497,12.245398773006135
Josh Okogie,CHA,40,625,283,2.825,0.825,1.2,0.45,5.300000000000001,6.5088,1.9008,2.7647999999999997,1.0368,12.211199999999998
Olivier-Maxence Prosper,DAL,52,584,201,2.423076923076923,0.7692307692307693,0.5,0.11538461538461539,3.8076923076923075,7.767123287671233,2.4657534246575343,1.6027397260273972,0.3698630136986301,12.205479452054796
Mike Conley,MIN,71,1756,582,2.563380281690141,4.492957746478873,1.1126760563380282,0.19718309859154928,8.366197183098592,3.7312072892938493,6.53986332574032,1.6195899772209565,0.2870159453302962,12.177676537585421
Donte DiVincenzo,MIN,62,1606,723,3.6774193548387095,3.629032258064516,1.1774193548387097,0.27419354838709675,8.758064516129032,5.110834371108345,5.043586550435865,1.6363636363636365,0.38107098381070986,12.171855541718557
Kevin Durant,PHX,62,2265,1647,6.032258064516129,4.241935483870968,0.8064516129032258,1.2419354838709677,12.32258064516129,5.944370860927153,4.180132450331126,0.794701986754967,1.223841059602649,12.143046357615894
Marcus Smart,WAS,34,680,305,2.1176470588235294,3.2058823529411766,1.1470588235294117,0.2647058823529412,6.735294117647059,3.8117647058823527,5.7705882352941185,2.064705882352941,0.4764705882352941,12.123529411764705
Obi Toppin,IND,79,1545,833,4.025316455696203,1.620253164556962,0.5822784810126582,0.35443037974683544,6.582278481012658,7.409708737864078,2.9825242718446603,1.0718446601941747,0.6524271844660194,12.116504854368932
Andrew Nembhard,IND,65,1881,653,3.3230769230769233,5.015384615384615,1.2153846153846153,0.16923076923076924,9.723076923076922,4.133971291866029,6.239234449760766,1.5119617224880382,0.21052631578947367,12.095693779904307
Ousmane Dieng,OKC,37,405,142,2.189189189189189,0.8378378378378378,0.4594594594594595,0.1891891891891892,3.6756756756756754,7.2,2.7555555555555555,1.511111111111111,0.6222222222222221,12.088888888888889
Stephon Castle,SAS,81,2162,1190,3.6666666666666665,4.098765432098766,0.9135802469135802,0.2716049382716049,8.950617283950617,4.945420906567993,5.528214616096208,1.2321924144310823,0.36632747456059206,12.072155411655874
Keaton Wallace,ATL,31,501,168,1.6129032258064515,2.6129032258064515,0.9032258064516129,0.2903225806451613,5.419354838709677,3.592814371257485,5.820359281437126,2.0119760479041915,0.6467065868263473,12.071856287425149
Jae'Sean Tate,HOU,52,588,188,2.25,0.9038461538461539,0.5,0.1346153846153846,3.7884615384615383,7.163265306122449,2.8775510204081636,1.5918367346938775,0.42857142857142855,12.06122448979592
Brandon Williams,DAL,33,487,275,1.7575757575757576,2.303030303030303,0.7272727272727273,0.15151515151515152,4.9393939393939394,4.287474332648871,5.6180698151950725,1.7741273100616017,0.36960985626283366,12.049281314168379
Oso Ighodaro,PHX,61,1046,255,3.639344262295082,1.1639344262295082,0.45901639344262296,0.47540983606557374,5.737704918032787,7.640535372848948,2.44359464627151,0.9636711281070747,0.9980879541108987,12.045889101338432
Austin Reaves,LAL,73,2550,1475,4.506849315068493,5.767123287671233,1.1095890410958904,0.3013698630136986,11.684931506849315,4.644705882352941,5.943529411764706,1.1435294117647057,0.3105882352941176,12.04235294117647
Royce O'Neale,PHX,75,1837,680,4.653333333333333,2.1733333333333333,0.8933333333333333,0.4533333333333333,8.173333333333334,6.839412084921067,3.1943385955362,1.3130103429504627,0.6663037561241154,12.013064779531845
Tyler Herro,MIA,77,2725,1840,5.181818181818182,5.5064935064935066,0.8961038961038961,0.22077922077922077,11.805194805194805,5.271192660550459,5.601467889908257,0.911559633027523,0.22458715596330275,12.00880733944954
Jonathan Kuminga,GSW,47,1144,719,4.617021276595745,2.2127659574468086,0.8085106382978723,0.44680851063829785,8.085106382978724,6.828671328671328,3.272727272727273,1.1958041958041958,0.6608391608391608,11.958041958041957
Dalano Banton,POR,67,1120,559,2.014925373134328,2.388059701492537,0.6417910447761194,0.5074626865671642,5.552238805970149,4.339285714285714,5.142857142857142,1.3821428571428571,1.0928571428571427,11.957142857142857
Cameron Payne,NYK,72,1090,500,1.4444444444444444,2.8194444444444446,0.5416666666666666,0.2222222222222222,5.027777777777779,3.434862385321101,6.704587155963303,1.288073394495413,0.5284403669724771,11.955963302752293
Derrick White,BOS,76,2574,1248,4.4868421052631575,4.75,0.9473684210526315,1.0526315789473684,11.236842105263158,4.769230769230769,5.048951048951049,1.006993006993007,1.118881118881119,11.944055944055943
Craig Porter Jr.,CLE,51,513,188,1.3137254901960784,1.392156862745098,0.3333333333333333,0.29411764705882354,3.3333333333333335,4.701754385964912,4.982456140350877,1.1929824561403508,1.0526315789473684,11.929824561403507
Anthony Edwards,MIN,79,2871,2177,5.69620253164557,4.544303797468355,1.1518987341772151,0.6455696202531646,12.037974683544304,5.6426332288401255,4.501567398119122,1.141065830721003,0.6394984326018809,11.92476489028213
Ryan Rollins,MIL,56,820,349,1.9285714285714286,1.8571428571428572,0.75,0.30357142857142855,4.839285714285714,4.741463414634147,4.565853658536586,1.84390243902439,0.7463414634146341,11.897560975609757
Colby Jones,WAS,39,515,157,2.230769230769231,1.1282051282051282,0.6666666666666666,0.3333333333333333,4.358974358974359,6.081553398058253,3.0757281553398057,1.8174757281553398,0.9087378640776699,11.883495145631068
Pat Connaughton,MIL,41,603,216,2.658536585365854,1.7073170731707317,0.21951219512195122,0.2682926829268293,4.853658536585367,6.507462686567164,4.17910447761194,0.5373134328358209,0.6567164179104478,11.880597014925373
Guerschon Yabusele,PHI,70,1895,768,5.642857142857143,2.1142857142857143,0.8285714285714286,0.34285714285714286,8.92857142857143,7.503957783641161,2.8116094986807387,1.1018469656992085,0.45593667546174144,11.873350923482848
Devin Booker,PHX,75,2795,1923,4.066666666666666,7.053333333333334,0.8933333333333333,0.21333333333333335,12.226666666666667,3.9284436493738815,6.813595706618962,0.8629695885509839,0.20608228980322002,11.811091234347048
Rob Dillingham,MIN,49,516,219,1.0204081632653061,2.0,0.40816326530612246,0.02040816326530612,3.4489795918367343,3.488372093023256,6.837209302325581,1.3953488372093024,0.06976744186046512,11.790697674418606
Jaden Springer,UTA,43,365,109,1.3488372093023255,0.7674418604651163,0.5581395348837209,0.09302325581395349,2.7674418604651168,5.72054794520548,3.254794520547945,2.3671232876712325,0.39452054794520547,11.736986301369862
Jamal Murray,DEN,67,2418,1436,3.8955223880597014,6.014925373134329,1.3582089552238805,0.4925373134328358,11.761194029850746,3.8858560794044665,6.0,1.3548387096774195,0.49131513647642683,11.732009925558312
Keyonte George,UTA,67,2108,1125,3.7761194029850746,5.626865671641791,0.6865671641791045,0.13432835820895522,10.223880597014926,4.32068311195446,6.438330170777988,0.7855787476280834,0.1537001897533207,11.698292220113851
Wendell Moore Jr.,CHA,36,499,150,2.638888888888889,1.1666666666666667,0.5555555555555556,0.1388888888888889,4.5,6.8537074148296595,3.030060120240481,1.442885771543086,0.3607214428857715,11.687374749498998
Max Strus,CLE,50,1273,471,4.34,3.16,0.52,0.24,8.26,6.136684996072271,4.468185388845248,0.7352710133542812,0.3393558523173606,11.679497250589161
Dennis Schröder,DET,75,2105,980,2.64,5.386666666666667,0.88,0.16,9.066666666666668,3.3862232779097385,6.909263657957244,1.1287410926365795,0.20522565320665084,11.629453681710212
Tyus Jones,PHX,81,2174,829,2.419753086419753,5.296296296296297,0.8518518518518519,0.09876543209876543,8.666666666666668,3.2456301747930083,7.1039558417663295,1.1425942962281508,0.13247470101195952,11.624655013799448
Quenton Jackson,IND,28,381,162,1.5714285714285714,1.8928571428571428,0.75,0.17857142857142858,4.392857142857143,4.15748031496063,5.0078740157480315,1.984251968503937,0.47244094488188976,11.622047244094487
Kessler Edwards,DAL,40,608,168,2.875,1.05,0.475,0.5,4.8999999999999995,6.809210526315789,2.486842105263158,1.125,1.1842105263157894,11.605263157894736
Quentin Grimes,PHI,75,2013,1092,4.32,3.04,0.9866666666666667,0.29333333333333333,8.64,5.794336810730253,4.0774962742175855,1.323397913561848,0.39344262295081966,11.588673621460506
Naji Marshall,DAL,69,1919,914,4.753623188405797,3.0144927536231885,1.0144927536231885,0.15942028985507245,8.942028985507246,6.153204794163627,3.9020323084940074,1.3131839499739448,0.20635747785304845,11.574778530484629
Anthony Black,ORL,78,1887,736,2.948717948717949,3.076923076923077,1.1025641025641026,0.6153846153846154,7.743589743589743,4.387917329093799,4.578696343402226,1.6406995230524641,0.9157392686804452,11.523052464228934
Jay Huff,MEM,64,748,439,2.015625,0.59375,0.25,0.875,3.734375,6.20855614973262,1.8288770053475936,0.7700534759358288,2.6951871657754007,11.502673796791443
Andre Jackson Jr.,MIL,67,980,230,2.716417910447761,1.2388059701492538,0.5074626865671642,0.208955223880597,4.6716417910447765,6.685714285714286,3.048979591836735,1.2489795918367346,0.5142857142857142,11.49795918367347
Blake Wesley,SAS,58,683,217,1.0517241379310345,1.9655172413793103,0.6379310344827587,0.10344827586206896,3.758620689655172,3.2152269399707176,6.00878477306003,1.950219619326501,0.3162518301610542,11.490483162518302
Tidjane Salaün,CHA,60,1244,353,4.666666666666667,1.2333333333333334,0.48333333333333334,0.23333333333333334,6.616666666666667,8.102893890675242,2.1414790996784565,0.8392282958199356,0.40514469453376206,11.488745980707396
Fred VanVleet,HOU,60,2111,844,3.683333333333333,5.55,1.5666666666666667,0.4166666666666667,11.216666666666665,3.768829938417811,5.678825201326386,1.6030317385125534,0.4263382283278067,11.477025106584556
Caris LeVert,ATL,64,1596,776,3.171875,3.359375,0.890625,0.515625,7.9375,4.578947368421053,4.849624060150376,1.2857142857142856,0.744360902255639,11.458646616541355
Kyshawn George,WAS,68,1802,590,4.1911764705882355,2.485294117647059,1.0,0.7352941176470589,8.411764705882353,5.693673695893452,3.376248612652608,1.3584905660377358,0.9988901220865705,11.427302996670367
Bub Carrington,WAS,82,2458,807,4.158536585365853,4.439024390243903,0.6585365853658537,0.25609756097560976,9.512195121951219,4.994304312449145,5.331163547599674,0.790886899918633,0.30756712774613504,11.423921887713586
Jalen Brunson,NYK,65,2301,1690,2.876923076923077,7.3076923076923075,0.9230769230769231,0.12307692307692308,11.23076923076923,2.925684485006519,7.431551499348109,0.9387222946544981,0.12516297262059975,11.421121251629726
Bruce Brown,NOP,41,922,340,4.0,2.048780487804878,0.8292682926829268,0.24390243902439024,7.121951219512195,6.403470715835141,3.2798264642082433,1.3275488069414316,0.39045553145336226,11.401301518438178
Vít Krejčí,ATL,57,1153,412,2.736842105263158,2.5789473684210527,0.631578947368421,0.45614035087719296,6.4035087719298245,4.870771899392888,4.589765828274068,1.124024284475282,0.8117953165654813,11.39635732870772
Micah Potter,UTA,38,705,162,4.315789473684211,0.8157894736842105,0.3684210526315789,0.3684210526315789,5.868421052631579,8.374468085106383,1.5829787234042554,0.7148936170212766,0.7148936170212766,11.387234042553192
Jrue Holiday,BOS,62,1896,686,4.274193548387097,3.8548387096774195,1.064516129032258,0.43548387096774194,9.629032258064516,5.0316455696202524,4.537974683544303,1.2531645569620253,0.5126582278481012,11.335443037974681
Tobias Harris,DET,73,2305,1002,5.917808219178082,2.219178082191781,1.0136986301369864,0.7808219178082192,9.931506849315067,6.747071583514099,2.5301518438177872,1.1557483731019524,0.8902386117136659,11.323210412147505
Tosan Evbuomwan,BKN,28,665,267,4.285714285714286,1.9642857142857142,0.8571428571428571,0.35714285714285715,7.4642857142857135,6.496240601503759,2.977443609022556,1.299248120300752,0.5413533834586466,11.314285714285715
Bilal Coulibaly,WAS,59,1948,727,4.983050847457627,3.3728813559322033,1.3220338983050848,0.6949152542372882,10.372881355932204,5.433264887063655,3.6776180698151952,1.4414784394250513,0.757700205338809,11.31006160164271
Kyle Lowry,PHI,35,659,138,1.9142857142857144,2.742857142857143,0.9428571428571428,0.3142857142857143,5.914285714285715,3.660091047040971,5.244309559939302,1.802731411229135,0.6009104704097117,11.30804248861912
Jaden Ivey,DET,30,898,528,4.133333333333334,3.966666666666667,0.9333333333333333,0.36666666666666664,9.400000000000002,4.971046770601336,4.770601336302896,1.1224944320712695,0.44097995545657015,11.305122494432071
Johnny Furphy,IND,50,379,103,1.42,0.38,0.36,0.22,2.38,6.744063324538259,1.804749340369393,1.7097625329815302,1.0448548812664908,11.303430079155675
Reed Sheppard,HOU,52,654,229,1.5,1.4423076923076923,0.6730769230769231,0.3269230769230769,3.942307692307693,4.293577981651376,4.128440366972478,1.926605504587156,0.9357798165137614,11.284403669724773
Nikola Jović,MIA,46,1156,494,3.9130434782608696,2.847826086956522,0.8260869565217391,0.2826086956521739,7.869565217391305,5.6055363321799305,4.079584775086505,1.1833910034602075,0.4048442906574395,11.273356401384085
Jaden McDaniels,MIN,82,2614,1000,5.7317073170731705,1.9878048780487805,1.3414634146341464,0.9024390243902439,9.963414634146341,6.472838561591431,2.2448355011476666,1.5149196633511859,1.0191277735271613,11.251721499617444
Jordan McLaughlin,SAS,46,314,98,0.6521739130434783,1.108695652173913,0.34782608695652173,0.021739130434782608,2.130434782608696,3.4394904458598727,5.8471337579617835,1.8343949044585988,0.11464968152866242,11.235668789808917
Toumani Camara,POR,78,2548,882,5.769230769230769,2.2435897435897436,1.4871794871794872,0.6410256410256411,10.14102564102564,6.357927786499214,2.4725274725274726,1.6389324960753533,0.706436420722135,11.175824175824175
Kyrie Irving,DAL,50,1804,1234,4.8,4.62,1.32,0.46,11.200000000000001,4.789356984478935,4.609756097560975,1.3170731707317072,0.458980044345898,11.175166297117515
KJ Simpson,CHA,36,842,282,3.0277777777777777,3.111111111111111,0.9444444444444444,0.16666666666666666,7.250000000000001,4.660332541567696,4.788598574821853,1.453681710213777,0.25653206650831356,11.15914489311164
Aaron Gordon,DEN,51,1447,748,4.8431372549019605,3.215686274509804,0.45098039215686275,0.27450980392156865,8.784313725490197,6.14512785072564,4.08016586040083,0.572218382861092,0.34830684174153426,11.145818935729094
Jordan Poole,WAS,68,2001,1391,2.985294117647059,4.455882352941177,1.2647058823529411,0.39705882352941174,9.102941176470589,3.6521739130434785,5.45127436281859,1.5472263868065965,0.4857571214392804,11.136431784107945
Trevelin Queen,ORL,31,430,152,1.7419354838709677,1.2258064516129032,1.0,0.3225806451612903,4.290322580645161,4.52093023255814,3.181395348837209,2.5953488372093023,0.8372093023255813,11.134883720930231
Dean Wade,CLE,59,1253,320,4.220338983050848,1.2881355932203389,0.711864406779661,0.3389830508474576,6.559322033898305,7.154030327214684,2.183559457302474,1.2067039106145252,0.5746209098164405,11.118914604948124
Keldon Johnson,SAS,77,1838,979,4.818181818181818,1.6233766233766234,0.6363636363636364,0.2857142857142857,7.363636363636364,7.266594124047878,2.4483133841131663,0.9597388465723612,0.4309031556039173,11.105549510337323
Ayo Dosunmu,CHI,46,1394,566,3.5,4.521739130434782,0.9347826086956522,0.391304347826087,9.347826086956522,4.157819225251076,5.371592539454806,1.1104734576757531,0.4648493543758967,11.104734576757533
Luke Kennard,MEM,65,1472,576,2.8153846153846156,3.3076923076923075,0.7692307692307693,0.07692307692307693,6.9692307692307685,4.475543478260869,5.258152173913043,1.2228260869565217,0.12228260869565218,11.078804347826086
Jordan Clarkson,UTA,37,962,600,3.189189189189189,3.72972972972973,0.8378378378378378,0.24324324324324326,8.0,4.415800415800416,5.164241164241164,1.1600831600831603,0.3367983367983368,11.076923076923078
Tyrese Maxey,PHI,52,1960,1369,3.3461538461538463,6.096153846153846,1.75,0.40384615384615385,11.596153846153845,3.1959183673469385,5.822448979591837,1.6714285714285715,0.38571428571428573,11.075510204081631
Duop Reath,POR,46,469,194,2.0,0.5652173913043478,0.2608695652173913,0.30434782608695654,3.1304347826086953,7.061833688699361,1.9957356076759063,0.9211087420042644,1.0746268656716418,11.053304904051172
Jabari Smith Jr.,HOU,57,1716,698,7.0,1.0526315789473684,0.43859649122807015,0.7192982456140351,9.210526315789473,8.370629370629372,1.2587412587412588,0.5244755244755245,0.8601398601398601,11.013986013986015
Michael Porter Jr.,DEN,77,2593,1398,7.012987012987013,2.142857142857143,0.6493506493506493,0.4935064935064935,10.2987012987013,7.497107597377555,2.290782876976475,0.6941766293868107,0.5275742383339761,11.009641342074817
Matas Buzelis,CHI,80,1511,688,3.475,0.9875,0.3625,0.9375,5.7625,6.623428193249504,1.8821972203838517,0.6909331568497684,1.786896095301125,10.98345466578425
Davion Mitchell,MIA,74,2027,588,2.2567567567567566,4.905405405405405,0.972972972972973,0.21621621621621623,8.35135135135135,2.965959546127282,6.4469659595461275,1.2787370498273312,0.284163788850518,10.97582634435126
Baylor Scheierman,BOS,31,384,113,2.096774193548387,1.064516129032258,0.5483870967741935,0.06451612903225806,3.7741935483870965,6.09375,3.09375,1.59375,0.1875,10.96875
Keon Johnson,BKN,79,1925,839,3.759493670886076,2.2151898734177213,1.0379746835443038,0.379746835443038,7.3924050632911396,5.554285714285714,3.272727272727273,1.5335064935064935,0.561038961038961,10.92155844155844
Jalen Pickett,DEN,49,666,200,1.4489795918367347,2.183673469387755,0.3877551020408163,0.10204081632653061,4.122448979591836,3.8378378378378377,5.783783783783783,1.027027027027027,0.2702702702702703,10.918918918918918
Spencer Dinwiddie,DAL,79,2136,872,2.6455696202531644,4.417721518987341,0.8860759493670886,0.21518987341772153,8.164556962025316,3.5224719101123596,5.882022471910113,1.1797752808988764,0.2865168539325843,10.870786516853933
Brandon Miller,CHA,27,924,568,4.851851851851852,3.6296296296296298,1.0740740740740742,0.7407407407407407,10.296296296296296,5.103896103896104,3.8181818181818183,1.12987012987013,0.7792207792207791,10.83116883116883
GG Jackson,MEM,29,459,209,3.1724137931034484,1.0,0.41379310344827586,0.1724137931034483,4.758620689655173,7.215686274509804,2.2745098039215685,0.9411764705882353,0.3921568627450981,10.823529411764707
